Date,City,Location_Type,Society_Project,Block_Sector,Size,Price_PKR,Price_Per_Marla_PKR,Development_Status,Year,Month,Days_Since_Start
2/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Markaz,6 Marla,25941724,4323621,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,7 Marla,29120510,4160073,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Markaz,8 Marla,31425750,3928219,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,9 Marla,35638973,3959886,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,10 Marla,36907237,3690724,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,12 Marla,45256743,3771395,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Commercial Broadway,13 Marla,54334235,4179557,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,14 Marla,54566841,3897632,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Commercial Broadway,15 Marla,57003439,3800229,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Markaz,16 Marla,65700046,4106253,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,17 Marla,63846606,3755683,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Markaz,18 Marla,66003410,3666856,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Markaz,19 Marla,79675109,4193427,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,20 Marla,84105867,4205293,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Capital Smart City,Square One,4 Marla,13546368,3386592,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Capital Smart City,Main Boulevard,5 Marla,15671073,3134215,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Capital Smart City,Overseas Commercial,6 Marla,20880043,3480007,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Capital Smart City,Main Boulevard,7 Marla,23891231,3413033,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Capital Smart City,Square One,8 Marla,26222721,3277840,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Capital Smart City,Main Boulevard,9 Marla,29286014,3254002,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Capital Smart City,Square One,10 Marla,30751018,3075102,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Capital Smart City,Square One,12 Marla,41052186,3421016,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Capital Smart City,Main Boulevard,13 Marla,39388184,3029860,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Capital Smart City,Main Boulevard,14 Marla,42990791,3070771,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Capital Smart City,Overseas Commercial,15 Marla,52253023,3483535,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Capital Smart City,Main Boulevard,16 Marla,53004931,3312808,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Capital Smart City,Square One,17 Marla,54257639,3191626,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Capital Smart City,Square One,18 Marla,55442997,3080167,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Capital Smart City,Overseas Commercial,19 Marla,58038743,3054671,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Capital Smart City,Main Boulevard,20 Marla,66821524,3341076,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Faisal Town,Jinnah Super Market,4 Marla,16614636,4153659,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Faisal Town,Faisal Square,5 Marla,22516161,4503232,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Faisal Town,Faisal Square,6 Marla,25893668,4315611,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Faisal Town,Faisal Square,7 Marla,29775741,4253677,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Faisal Town,Jinnah Super Market,8 Marla,34143455,4267932,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Faisal Town,Commercial Main,9 Marla,42289120,4698791,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Faisal Town,Commercial Main,10 Marla,41817779,4181778,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Faisal Town,Faisal Square,12 Marla,48921272,4076773,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Faisal Town,Commercial Main,13 Marla,56604288,4354176,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Faisal Town,Commercial Main,14 Marla,64382307,4598736,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Faisal Town,Commercial Main,15 Marla,60760724,4050715,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Faisal Town,Commercial Main,16 Marla,70137469,4383592,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Faisal Town,Commercial Main,17 Marla,72773639,4280802,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Faisal Town,Jinnah Super Market,18 Marla,73874317,4104129,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Faisal Town,Commercial Main,19 Marla,77147091,4060373,Fully Operational,2024,2,1492
2/1/2024,Islamabad,Commercial,Faisal Town,Faisal Square,20 Marla,89179057,4458953,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,4 Marla,14897206,3724302,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,5 Marla,16362058,3272412,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,6 Marla,21198650,3533108,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,7 Marla,23093391,3299056,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,8 Marla,29938250,3742281,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,9 Marla,30170939,3352327,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,10 Marla,35339661,3533966,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 8 Markaz,12 Marla,41790926,3482577,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,13 Marla,42533110,3271778,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 8 Markaz,14 Marla,44688519,3192037,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,15 Marla,54652098,3643473,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,16 Marla,61262520,3828907,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,17 Marla,61833771,3637281,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,18 Marla,60890549,3382808,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 8 Markaz,19 Marla,64990899,3420574,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,20 Marla,75511093,3775555,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,4 Marla,20425549,5106387,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,5 Marla,26208741,5241748,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,6 Marla,30027147,5004524,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,7 Marla,35406203,5058029,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,8 Marla,38461449,4807681,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Main Commercial,9 Marla,44445244,4938360,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,10 Marla,52676584,5267658,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Main Commercial,12 Marla,66054501,5504542,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,13 Marla,75165728,5781979,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,14 Marla,67103648,4793118,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,15 Marla,71461802,4764120,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,16 Marla,79931694,4995731,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,17 Marla,86742482,5102499,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,18 Marla,101806769,5655932,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Main Commercial,19 Marla,103408518,5442554,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Main Commercial,20 Marla,106058127,5302906,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,4 Marla,11526240,2881560,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,5 Marla,14926808,2985362,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,6 Marla,18082462,3013744,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone B,7 Marla,21608785,3086969,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,8 Marla,23587849,2948481,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,9 Marla,26082215,2898024,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,10 Marla,27840635,2784063,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,12 Marla,34474807,2872901,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,13 Marla,34346643,2642049,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,14 Marla,37208491,2657749,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,15 Marla,44896818,2993121,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone B,16 Marla,46983305,2936457,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,17 Marla,48100387,2829435,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,18 Marla,49919451,2773303,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,19 Marla,57219591,3011557,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,20 Marla,57637615,2881881,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,4 Marla,10176235,2544059,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,5 Marla,13803626,2760725,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Grace Valley,Central Commercial,6 Marla,15627232,2604539,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Grace Valley,Central Commercial,7 Marla,18905425,2700775,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Grace Valley,Central Commercial,8 Marla,22325137,2790642,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Grace Valley,Main Boulevard,9 Marla,23928543,2658727,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,10 Marla,26970985,2697098,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Grace Valley,Central Commercial,12 Marla,31306491,2608874,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Grace Valley,Central Commercial,13 Marla,36135454,2779650,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Grace Valley,Central Commercial,14 Marla,37977071,2712648,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Grace Valley,Central Commercial,15 Marla,41620810,2774721,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,16 Marla,43641154,2727572,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Grace Valley,Central Commercial,17 Marla,50241478,2955381,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Grace Valley,Main Boulevard,18 Marla,50704178,2816899,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Grace Valley,Central Commercial,19 Marla,46064783,2424462,Fully Operational,2024,2,1492
2/1/2024,Rawalpindi,Commercial,Grace Valley,Central Commercial,20 Marla,53768034,2688402,Fully Operational,2024,2,1492
3/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Z,4 Marla,21167082,5291771,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Z,5 Marla,27162175,5432435,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Y Commercial,6 Marla,32690715,5448452,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Y Commercial,7 Marla,36593312,5227616,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,DHA Islamabad,Commercial Plaza,8 Marla,41084410,5135551,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,DHA Islamabad,Commercial Plaza,9 Marla,46143295,5127033,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,DHA Islamabad,High Street,10 Marla,55517110,5551711,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Z,12 Marla,62419097,5201591,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Z,13 Marla,69667157,5359012,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,DHA Islamabad,Executive Blocks,14 Marla,74141399,5295814,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,DHA Islamabad,Executive Blocks,15 Marla,79348184,5289879,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,DHA Islamabad,High Street,16 Marla,94666105,5916632,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Z,17 Marla,93569742,5504102,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Z,18 Marla,87193046,4844058,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,DHA Islamabad,Executive Blocks,19 Marla,104465368,5498177,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Z,20 Marla,104048965,5202448,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,4 Marla,15944307,3986077,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Markaz,5 Marla,20123923,4024785,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,6 Marla,24726875,4121146,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Markaz,7 Marla,27902034,3986005,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Commercial Broadway,8 Marla,30555022,3819378,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Commercial Broadway,9 Marla,37205285,4133921,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Markaz,10 Marla,40318486,4031849,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Commercial Broadway,12 Marla,50800661,4233388,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,13 Marla,50297876,3869067,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,14 Marla,58398892,4171349,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Markaz,15 Marla,57574235,3838282,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Commercial Broadway,16 Marla,63241417,3952589,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,17 Marla,67189216,3952307,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Markaz,18 Marla,76632522,4257362,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,19 Marla,74013049,3895424,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Markaz,20 Marla,77553073,3877654,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Capital Smart City,Main Boulevard,4 Marla,13410454,3352614,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Capital Smart City,Square One,5 Marla,14401105,2880221,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Capital Smart City,Overseas Commercial,6 Marla,19282816,3213803,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Capital Smart City,Overseas Commercial,7 Marla,22005307,3143615,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Capital Smart City,Overseas Commercial,8 Marla,23440772,2930097,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Capital Smart City,Square One,9 Marla,29988660,3332073,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Capital Smart City,Overseas Commercial,10 Marla,32753102,3275310,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Capital Smart City,Overseas Commercial,12 Marla,37335395,3111283,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Capital Smart City,Main Boulevard,13 Marla,43643021,3357155,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Capital Smart City,Main Boulevard,14 Marla,43647935,3117710,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Capital Smart City,Square One,15 Marla,45729659,3048644,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Capital Smart City,Overseas Commercial,16 Marla,54020748,3376297,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Capital Smart City,Overseas Commercial,17 Marla,57498403,3382259,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Capital Smart City,Square One,18 Marla,58770819,3265046,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Capital Smart City,Square One,19 Marla,64717768,3406198,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Capital Smart City,Overseas Commercial,20 Marla,69541536,3477077,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Faisal Town,Faisal Square,4 Marla,17019242,4254811,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Faisal Town,Jinnah Super Market,5 Marla,21400987,4280197,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Faisal Town,Jinnah Super Market,6 Marla,25579570,4263262,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Faisal Town,Commercial Main,7 Marla,31004684,4429241,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Faisal Town,Faisal Square,8 Marla,36179006,4522376,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Faisal Town,Faisal Square,9 Marla,40315542,4479505,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Faisal Town,Jinnah Super Market,10 Marla,43467259,4346726,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Faisal Town,Jinnah Super Market,12 Marla,51617336,4301445,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Faisal Town,Jinnah Super Market,13 Marla,54713068,4208698,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Faisal Town,Commercial Main,14 Marla,59791465,4270819,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Faisal Town,Faisal Square,15 Marla,65842698,4389513,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Faisal Town,Jinnah Super Market,16 Marla,65739822,4108739,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Faisal Town,Faisal Square,17 Marla,69303659,4076686,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Faisal Town,Jinnah Super Market,18 Marla,74397349,4133186,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Faisal Town,Faisal Square,19 Marla,84594279,4452330,Fully Operational,2024,3,1521
3/1/2024,Islamabad,Commercial,Faisal Town,Jinnah Super Market,20 Marla,86604400,4330220,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,4 Marla,13848461,3462115,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,5 Marla,19544048,3908810,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,6 Marla,21783858,3630643,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,7 Marla,22942811,3277544,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,8 Marla,30803311,3850414,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,9 Marla,33858045,3762005,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,10 Marla,37384316,3738432,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,12 Marla,46746701,3895558,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,13 Marla,41724507,3209577,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,14 Marla,49776836,3555488,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 8 Markaz,15 Marla,59187190,3945813,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,16 Marla,58863805,3678988,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 8 Markaz,17 Marla,63207959,3718115,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,18 Marla,61219150,3401064,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,19 Marla,66634314,3507069,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,20 Marla,72830176,3641509,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,4 Marla,19950661,4987665,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Main Commercial,5 Marla,24335749,4867150,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,6 Marla,31813008,5302168,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,7 Marla,36398938,5199848,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,8 Marla,39143292,4892912,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Main Commercial,9 Marla,47146891,5238543,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,10 Marla,48730903,4873090,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Main Commercial,12 Marla,61811720,5150977,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,13 Marla,60874954,4682689,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,14 Marla,67941643,4852974,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,15 Marla,83521619,5568108,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,16 Marla,86273754,5392110,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Main Commercial,17 Marla,87862989,5168411,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,18 Marla,98731369,5485076,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,19 Marla,102532502,5396447,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Main Commercial,20 Marla,107160340,5358017,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,4 Marla,11356507,2839127,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,5 Marla,12864678,2572936,Fully Operational,2024,3,1521
